tid	seat	row	section_name	venue_name
759	12	9	First Balcony	Burton Cummings Theatre
760	18	14	Second Balcony	Burton Cummings Theatre
761	11	6	First Balcony	Burton Cummings Theatre
762	2	13	Second Balcony	Burton Cummings Theatre
763	12	8	Main Floor	Burton Cummings Theatre
764	19	4	First Balcony	Burton Cummings Theatre
765	5	23	Main Floor	Burton Cummings Theatre
766	1	17	First Balcony	Burton Cummings Theatre
767	10	14	First Balcony	Burton Cummings Theatre
768	8	5	Main Floor	Burton Cummings Theatre
769	16	16	Main Floor	Burton Cummings Theatre
770	28	2	First Balcony	Burton Cummings Theatre
771	15	15	First Balcony	Burton Cummings Theatre
772	21	12	First Balcony	Burton Cummings Theatre
773	12	13	Second Balcony	Burton Cummings Theatre
774	1	19	First Balcony	Burton Cummings Theatre
775	5	4	First Balcony	Burton Cummings Theatre
776	21	6	First Balcony	Burton Cummings Theatre
777	14	16	First Balcony	Burton Cummings Theatre
778	3	9	First Balcony	Burton Cummings Theatre
779	22	6	First Balcony	Burton Cummings Theatre
780	12	10	First Balcony	Burton Cummings Theatre
781	8	13	Second Balcony	Burton Cummings Theatre
782	5	6	First Balcony	Burton Cummings Theatre
783	27	17	Main Floor	Burton Cummings Theatre
784	21	9	Second Balcony	Burton Cummings Theatre
785	10	6	First Balcony	Burton Cummings Theatre
786	5	23	Main Floor	Burton Cummings Theatre
787	19	5	Main Floor	Burton Cummings Theatre
788	2	3	Main Floor	Burton Cummings Theatre
789	24	14	Main Floor	Burton Cummings Theatre
790	15	19	Main Floor	Burton Cummings Theatre
791	3	4	Second Balcony	Burton Cummings Theatre
792	18	16	First Balcony	Burton Cummings Theatre
793	19	16	First Balcony	Burton Cummings Theatre
794	20	9	Main Floor	Burton Cummings Theatre
795	2	13	First Balcony	Burton Cummings Theatre
796	15	27	Main Floor	Burton Cummings Theatre
797	1	25	Main Floor	Burton Cummings Theatre
798	10	4	Main Floor	Burton Cummings Theatre
799	3	9	Main Floor	Burton Cummings Theatre
800	25	2	Main Floor	Burton Cummings Theatre
801	14	1	Second Balcony	Burton Cummings Theatre
802	26	14	First Balcony	Burton Cummings Theatre
803	22	22	Main Floor	Burton Cummings Theatre
804	19	12	First Balcony	Burton Cummings Theatre
805	16	15	Main Floor	Burton Cummings Theatre
806	11	11	Second Balcony	Burton Cummings Theatre
807	15	7	First Balcony	Burton Cummings Theatre
808	10	4	Second Balcony	Burton Cummings Theatre
809	7	8	Second Balcony	Burton Cummings Theatre
810	5	7	Second Balcony	Burton Cummings Theatre
811	20	4	Main Floor	Burton Cummings Theatre
812	4	27	Main Floor	Burton Cummings Theatre
813	26	20	First Balcony	Burton Cummings Theatre
814	6	6	First Balcony	Burton Cummings Theatre
815	1	14	First Balcony	Burton Cummings Theatre
816	17	9	Main Floor	Burton Cummings Theatre
817	1	21	First Balcony	Burton Cummings Theatre
818	16	5	Second Balcony	Burton Cummings Theatre
819	17	7	Main Floor	Burton Cummings Theatre
820	10	10	Main Floor	Burton Cummings Theatre
821	4	6	Main Floor	Burton Cummings Theatre
822	16	2	First Balcony	Burton Cummings Theatre
823	24	13	Main Floor	Burton Cummings Theatre
824	25	21	First Balcony	Burton Cummings Theatre
825	3	10	Main Floor	Burton Cummings Theatre
826	19	19	First Balcony	Burton Cummings Theatre
827	21	27	Main Floor	Burton Cummings Theatre
828	15	4	Second Balcony	Burton Cummings Theatre
829	5	2	Main Floor	Burton Cummings Theatre
830	14	19	First Balcony	Burton Cummings Theatre
831	2	10	First Balcony	Burton Cummings Theatre
832	2	4	First Balcony	Burton Cummings Theatre
833	13	12	Main Floor	Burton Cummings Theatre
834	21	5	First Balcony	Burton Cummings Theatre
835	16	5	Second Balcony	Burton Cummings Theatre
836	4	5	First Balcony	Burton Cummings Theatre
837	1	13	Main Floor	Burton Cummings Theatre
838	7	9	Main Floor	Burton Cummings Theatre
839	19	11	Main Floor	Burton Cummings Theatre
840	18	14	Main Floor	Burton Cummings Theatre
841	27	21	Main Floor	Burton Cummings Theatre
842	23	4	Main Floor	Burton Cummings Theatre
843	6	11	Second Balcony	Burton Cummings Theatre
844	4	22	Main Floor	Burton Cummings Theatre
845	15	12	Second Balcony	Burton Cummings Theatre
846	3	15	Main Floor	Burton Cummings Theatre
847	17	9	Main Floor	Burton Cummings Theatre
848	27	4	First Balcony	Burton Cummings Theatre
849	10	20	Main Floor	Burton Cummings Theatre
850	8	12	Main Floor	Burton Cummings Theatre
851	17	5	Second Balcony	Burton Cummings Theatre
852	3	3	First Balcony	Burton Cummings Theatre
853	11	26	Main Floor	Burton Cummings Theatre
854	20	4	Second Balcony	Burton Cummings Theatre
855	2	7	Second Balcony	Burton Cummings Theatre
856	28	5	Main Floor	Burton Cummings Theatre
857	20	3	First Balcony	Burton Cummings Theatre
858	27	19	First Balcony	Burton Cummings Theatre
859	12	2	Main Floor	Burton Cummings Theatre
860	15	8	First Balcony	Burton Cummings Theatre
861	27	22	Main Floor	Burton Cummings Theatre
862	25	18	First Balcony	Burton Cummings Theatre
863	20	20	Main Floor	Burton Cummings Theatre
864	1	3	Second Balcony	Burton Cummings Theatre
865	13	17	First Balcony	Burton Cummings Theatre
866	3	23	Main Floor	Burton Cummings Theatre
867	22	7	Main Floor	Burton Cummings Theatre
868	28	22	Main Floor	Burton Cummings Theatre
869	25	8	Main Floor	Burton Cummings Theatre
870	15	7	Main Floor	Burton Cummings Theatre
871	22	1	First Balcony	Burton Cummings Theatre
872	12	5	Second Balcony	Burton Cummings Theatre
873	8	3	Second Balcony	Burton Cummings Theatre
874	1	2	First Balcony	Burton Cummings Theatre
875	8	6	Second Balcony	Burton Cummings Theatre
876	3	1	First Balcony	Burton Cummings Theatre
877	14	22	Main Floor	Burton Cummings Theatre
878	22	12	First Balcony	Burton Cummings Theatre
879	4	4	Second Balcony	Burton Cummings Theatre
880	7	10	First Balcony	Burton Cummings Theatre
881	24	17	Main Floor	Burton Cummings Theatre
882	8	15	First Balcony	Burton Cummings Theatre
883	2	11	Main Floor	Burton Cummings Theatre
884	10	15	First Balcony	Burton Cummings Theatre
885	3	4	Second Balcony	Burton Cummings Theatre
887	5	6	Mezzanine Reserved	HISTORY
888	40	2	Mezzanine Reserved	HISTORY
889	29	3	Mezzanine Reserved	HISTORY
891	21	10	Mezzanine Reserved	HISTORY
892	5	2	Mezzanine Reserved	HISTORY
893	22	9	Mezzanine Reserved	HISTORY
895	28	6	Mezzanine Reserved	HISTORY
896	3	5	Mezzanine Reserved	HISTORY
897	21	6	Mezzanine Reserved	HISTORY
899	17	7	Mezzanine Reserved	HISTORY
900	32	3	Mezzanine Reserved	HISTORY
901	27	6	Mezzanine Reserved	HISTORY
903	17	2	Mezzanine Reserved	HISTORY
904	40	9	Mezzanine Reserved	HISTORY
905	17	5	Mezzanine Reserved	HISTORY
907	39	1	Mezzanine Reserved	HISTORY
908	32	7	Mezzanine Reserved	HISTORY
909	7	7	Mezzanine Reserved	HISTORY
911	10	3	Mezzanine Reserved	HISTORY
912	2	3	Mezzanine Reserved	HISTORY
913	30	10	Mezzanine Reserved	HISTORY
915	11	4	Mezzanine Reserved	HISTORY
916	5	4	Mezzanine Reserved	HISTORY
917	4	1	Mezzanine Reserved	HISTORY
919	37	1	Mezzanine Reserved	HISTORY
920	37	6	Mezzanine Reserved	HISTORY
922	13	7	Mezzanine Reserved	HISTORY
923	36	3	Mezzanine Reserved	HISTORY
924	23	5	Mezzanine Reserved	HISTORY
926	28	7	Mezzanine Reserved	HISTORY
927	15	2	Mezzanine Reserved	HISTORY
928	35	7	Mezzanine Reserved	HISTORY
930	6	3	Mezzanine Reserved	HISTORY
931	12	2	Mezzanine Reserved	HISTORY
932	13	1	Mezzanine Reserved	HISTORY
934	34	2	Mezzanine Reserved	HISTORY
935	20	7	Mezzanine Reserved	HISTORY
936	7	3	Mezzanine Reserved	HISTORY
938	7	10	Mezzanine Reserved	HISTORY
939	11	10	Mezzanine Reserved	HISTORY
940	30	1	Mezzanine Reserved	HISTORY
942	12	9	Mezzanine Reserved	HISTORY
943	29	4	Mezzanine Reserved	HISTORY
944	15	9	Mezzanine Reserved	HISTORY
946	10	1	Mezzanine Reserved	HISTORY
947	35	9	Mezzanine Reserved	HISTORY
948	27	5	Mezzanine Reserved	HISTORY
950	32	7	Mezzanine Reserved	HISTORY
951	27	8	Mezzanine Reserved	HISTORY
952	40	8	Mezzanine Reserved	HISTORY
954	28	1	Mezzanine Reserved	HISTORY
955	6	4	Mezzanine Reserved	HISTORY
956	37	4	Mezzanine Reserved	HISTORY
959	45	18	Balcony 1	The Anthem
960	23	2	Balcony 1	The Anthem
961	19	10	Balcony 1	The Anthem
963	38	11	Balcony 2	The Anthem
964	46	15	Balcony 2	The Anthem
965	5	10	Balcony 2	The Anthem
967	15	18	Balcony 1	The Anthem
968	36	5	Balcony 1	The Anthem
969	33	6	Balcony 2	The Anthem
971	20	23	Balcony 1	The Anthem
972	19	16	Balcony 2	The Anthem
973	4	6	Balcony 1	The Anthem
975	42	23	Balcony 1	The Anthem
976	31	12	Balcony 2	The Anthem
977	46	14	Balcony 2	The Anthem
979	11	1	Balcony 2	The Anthem
980	45	14	Balcony 1	The Anthem
981	29	18	Balcony 2	The Anthem
983	27	2	Balcony 2	The Anthem
984	32	22	Balcony 1	The Anthem
985	8	19	Balcony 1	The Anthem
987	1	5	Balcony 2	The Anthem
988	29	19	Balcony 2	The Anthem
989	11	4	Balcony 1	The Anthem
991	49	14	Balcony 1	The Anthem
992	48	21	Balcony 2	The Anthem
993	32	2	Balcony 2	The Anthem
995	38	6	Balcony 1	The Anthem
997	42	9	Balcony 2	The Anthem
998	8	9	Balcony 1	The Anthem
999	18	23	Balcony 2	The Anthem
1001	2	4	Balcony 1	The Anthem
1002	33	6	Balcony 1	The Anthem
1003	48	9	Balcony 2	The Anthem
1005	28	4	Balcony 1	The Anthem
1006	43	11	Balcony 1	The Anthem
1007	40	9	Balcony 2	The Anthem
1009	18	22	Balcony 1	The Anthem
1010	46	10	Balcony 1	The Anthem
1011	43	5	Balcony 1	The Anthem
1013	14	11	Balcony 1	The Anthem
1014	48	7	Balcony 1	The Anthem
1015	10	9	Balcony 2	The Anthem
1017	44	16	Balcony 1	The Anthem
1018	19	10	Balcony 1	The Anthem
1019	43	15	Balcony 2	The Anthem
1021	20	10	Balcony 1	The Anthem
1022	39	5	Balcony 1	The Anthem
1023	14	16	Balcony 1	The Anthem
1025	5	14	Balcony 2	The Anthem
1026	23	13	Balcony 2	The Anthem
1027	9	25	Balcony 1	The Anthem
1029	16	25	Balcony 2	The Anthem
1030	33	25	Balcony 1	The Anthem
1031	29	24	Balcony 1	The Anthem
1033	12	20	Balcony 2	The Anthem
1034	40	23	Balcony 2	The Anthem
1036	30	15	Balcony 1	The Anthem
1037	25	24	Balcony 1	The Anthem
1038	33	13	Balcony 1	The Anthem
1040	13	16	Balcony 1	The Anthem
1041	28	2	Balcony 1	The Anthem
1042	34	20	Balcony 1	The Anthem
1044	2	16	Balcony 1	The Anthem
1045	49	16	Balcony 1	The Anthem
1046	28	9	Balcony 2	The Anthem
1048	7	6	Balcony 2	The Anthem
1049	16	9	Balcony 1	The Anthem
1050	25	2	Balcony 1	The Anthem
1052	2	12	Balcony 2	The Anthem
1053	42	20	Balcony 2	The Anthem
1054	19	17	Balcony 2	The Anthem
1056	23	22	Balcony 1	The Anthem
1057	38	19	Balcony 1	The Anthem
1058	8	19	Balcony 2	The Anthem
1060	21	7	Balcony 1	The Anthem
1061	50	14	Balcony 1	The Anthem
1062	45	3	Balcony 1	The Anthem
1064	41	3	Balcony 2	The Anthem
1065	39	4	Balcony 1	The Anthem
1066	39	7	Balcony 1	The Anthem
1068	18	14	Balcony 2	The Anthem
1069	1	8	Balcony 2	The Anthem
1070	46	10	Balcony 1	The Anthem
1072	42	18	Balcony 2	The Anthem
1073	19	1	Balcony 2	The Anthem
1074	12	25	Balcony 1	The Anthem
1076	17	6	Seated Balcony	Thalia Hall
1077	18	6	Seated Balcony	Thalia Hall
1078	15	6	Seated Balcony	Thalia Hall
1080	15	9	Seated Balcony	Thalia Hall
1081	22	4	Seated Balcony	Thalia Hall
1082	16	10	Seated Balcony	Thalia Hall
1084	1	7	Seated Balcony	Thalia Hall
1085	18	9	Seated Balcony	Thalia Hall
1086	4	4	Seated Balcony	Thalia Hall
1088	8	5	Opera Boxes	Thalia Hall
1089	16	2	Seated Balcony	Thalia Hall
1090	5	10	Seated Balcony	Thalia Hall
1092	11	6	Seated Balcony	Thalia Hall
1093	1	2	Opera Boxes	Thalia Hall
1094	18	7	Seated Balcony	Thalia Hall
1096	12	6	Seated Balcony	Thalia Hall
1097	23	5	Seated Balcony	Thalia Hall
1098	11	8	Seated Balcony	Thalia Hall
1100	4	4	Opera Boxes	Thalia Hall
1101	14	7	Seated Balcony	Thalia Hall
1102	10	6	Seated Balcony	Thalia Hall
1104	3	10	Seated Balcony	Thalia Hall
1105	24	3	Seated Balcony	Thalia Hall
1106	17	3	Seated Balcony	Thalia Hall
1108	24	2	Seated Balcony	Thalia Hall
1109	25	1	Seated Balcony	Thalia Hall
1110	9	7	Seated Balcony	Thalia Hall
1112	5	4	Seated Balcony	Thalia Hall
1113	1	2	Seated Balcony	Thalia Hall
1114	3	1	Opera Boxes	Thalia Hall
1116	24	26	Orchestra	Lincoln Theatre
1117	21	6	Lower Balcony	Lincoln Theatre
1118	4	27	Orchestra	Lincoln Theatre
1119	21	22	Orchestra	Lincoln Theatre
1120	25	25	Orchestra	Lincoln Theatre
1121	22	20	Orchestra	Lincoln Theatre
1122	19	26	Orchestra	Lincoln Theatre
1123	10	26	Orchestra	Lincoln Theatre
1124	15	11	Orchestra	Lincoln Theatre
1125	12	28	Orchestra	Lincoln Theatre
1126	12	2	Orchestra	Lincoln Theatre
1127	23	12	Orchestra	Lincoln Theatre
1128	8	13	Orchestra	Lincoln Theatre
1129	2	15	Orchestra	Lincoln Theatre
1130	14	15	Orchestra	Lincoln Theatre
1131	17	22	Orchestra	Lincoln Theatre
1132	5	12	Orchestra	Lincoln Theatre
1133	22	16	Orchestra	Lincoln Theatre
1134	9	9	Orchestra	Lincoln Theatre
1135	12	2	Lower Balcony	Lincoln Theatre
1136	15	22	Orchestra	Lincoln Theatre
1137	17	4	Upper Balcony	Lincoln Theatre
1138	3	7	Lower Balcony	Lincoln Theatre
1139	6	24	Orchestra	Lincoln Theatre
1140	18	4	Upper Balcony	Lincoln Theatre
1141	14	6	Lower Balcony	Lincoln Theatre
1142	20	23	Orchestra	Lincoln Theatre
1143	9	5	Upper Balcony	Lincoln Theatre
1144	24	3	Lower Balcony	Lincoln Theatre
1145	10	3	Upper Balcony	Lincoln Theatre
1146	19	6	Lower Balcony	Lincoln Theatre
1147	22	18	Orchestra	Lincoln Theatre
1148	12	1	Lower Balcony	Lincoln Theatre
1149	6	1	Upper Balcony	Lincoln Theatre
1150	14	13	Orchestra	Lincoln Theatre
1151	3	21	Orchestra	Lincoln Theatre
1152	22	7	Orchestra	Lincoln Theatre
1153	10	6	Orchestra	Lincoln Theatre
1154	22	9	Lower Balcony	Lincoln Theatre
1155	24	5	Orchestra	Lincoln Theatre
1156	15	17	Orchestra	Lincoln Theatre
1157	10	13	Orchestra	Lincoln Theatre
1159	10	9	Balcony Seating	Howard Theatre
1160	11	10	Balcony Seating	Howard Theatre
1161	10	6	Balcony Booths	Howard Theatre
1163	6	10	Balcony Seating	Howard Theatre
1164	10	2	Balcony Booths	Howard Theatre
1165	5	7	Balcony Booths	Howard Theatre
1167	14	3	Balcony Seating	Howard Theatre
1168	6	9	Balcony Booths	Howard Theatre
1169	9	8	Balcony Seating	Howard Theatre
1171	8	3	Balcony Booths	Howard Theatre
1172	1	4	Balcony Booths	Howard Theatre
1173	2	6	Balcony Seating	Howard Theatre
1175	9	5	Balcony Booths	Howard Theatre
1176	10	10	Balcony Seating	Howard Theatre
1177	2	8	Balcony Seating	Howard Theatre
1179	11	9	Balcony Seating	Howard Theatre
1180	17	8	Balcony Seating	Howard Theatre
1181	9	3	Balcony Seating	Howard Theatre
1183	12	2	Balcony Seating	Howard Theatre
1184	16	2	Balcony Seating	Howard Theatre
1185	1	9	Balcony Booths	Howard Theatre
1187	19	10	Balcony Seating	Howard Theatre
1188	5	2	Balcony Seating	Howard Theatre
1189	18	5	Balcony Seating	Howard Theatre
1191	10	10	Balcony Booths	Howard Theatre
1192	4	3	Balcony Seating	Howard Theatre
1193	14	9	Balcony Seating	Howard Theatre
1195	2	3	Balcony Booths	Howard Theatre
1196	8	10	Balcony Booths	Howard Theatre
1197	8	5	Balcony Seating	Howard Theatre
1199	10	4	Balcony Seating	Howard Theatre
1200	14	7	Balcony Seating	Howard Theatre
1201	16	12	Dress Circle	Vogue Theatre
1202	6	15	Orchestra	Vogue Theatre
1203	4	7	Upper Circle	Vogue Theatre
1204	25	16	Orchestra	Vogue Theatre
1205	13	27	Orchestra	Vogue Theatre
1206	17	15	Orchestra	Vogue Theatre
1207	1	16	Orchestra	Vogue Theatre
1208	3	10	Dress Circle	Vogue Theatre
1209	5	7	Upper Circle	Vogue Theatre
1210	7	4	Upper Circle	Vogue Theatre
1211	1	10	Dress Circle	Vogue Theatre
1212	15	11	Dress Circle	Vogue Theatre
1213	11	4	Orchestra	Vogue Theatre
1214	18	11	Dress Circle	Vogue Theatre
1215	7	21	Orchestra	Vogue Theatre
1216	11	7	Dress Circle	Vogue Theatre
1217	4	25	Orchestra	Vogue Theatre
1218	11	20	Orchestra	Vogue Theatre
1219	23	14	Dress Circle	Vogue Theatre
1220	17	3	Upper Circle	Vogue Theatre
1221	4	10	Dress Circle	Vogue Theatre
1222	19	25	Orchestra	Vogue Theatre
1223	18	4	Dress Circle	Vogue Theatre
1224	13	12	Orchestra	Vogue Theatre
1225	7	3	Upper Circle	Vogue Theatre
1226	11	13	Dress Circle	Vogue Theatre
1227	23	5	Dress Circle	Vogue Theatre
1228	2	11	Dress Circle	Vogue Theatre
1229	18	25	Orchestra	Vogue Theatre
1230	22	9	Orchestra	Vogue Theatre
1231	25	11	Dress Circle	Vogue Theatre
1232	15	17	Orchestra	Vogue Theatre
1233	24	11	Orchestra	Vogue Theatre
1234	4	1	Upper Circle	Vogue Theatre
1235	13	12	Dress Circle	Vogue Theatre
1236	17	4	Orchestra	Vogue Theatre
1237	2	9	Upper Circle	Vogue Theatre
1238	17	2	Orchestra	Vogue Theatre
1239	25	2	Orchestra	Vogue Theatre
1240	12	5	Upper Circle	Vogue Theatre
1241	1	7	Upper Circle	Vogue Theatre
1242	10	5	Dress Circle	Vogue Theatre
1243	6	13	Orchestra	Vogue Theatre
1244	6	23	Orchestra	Vogue Theatre
1245	5	17	First Balcony	Burton Cummings Theatre
1246	14	5	First Balcony	Burton Cummings Theatre
1247	7	3	Main Floor	Burton Cummings Theatre
1248	19	15	Main Floor	Burton Cummings Theatre
1249	10	7	Main Floor	Burton Cummings Theatre
1250	28	2	Main Floor	Burton Cummings Theatre
1251	2	11	Second Balcony	Burton Cummings Theatre
1252	24	20	First Balcony	Burton Cummings Theatre
1253	21	17	Main Floor	Burton Cummings Theatre
1254	22	19	First Balcony	Burton Cummings Theatre
1255	15	25	Main Floor	Burton Cummings Theatre
1256	23	19	First Balcony	Burton Cummings Theatre
1257	10	23	Main Floor	Burton Cummings Theatre
1258	26	20	First Balcony	Burton Cummings Theatre
1259	26	11	First Balcony	Burton Cummings Theatre
1260	22	12	Main Floor	Burton Cummings Theatre
1261	18	23	Main Floor	Burton Cummings Theatre
1262	11	3	First Balcony	Burton Cummings Theatre
1263	3	20	First Balcony	Burton Cummings Theatre
1264	6	1	Second Balcony	Burton Cummings Theatre
1265	5	16	First Balcony	Burton Cummings Theatre
1266	21	2	Second Balcony	Burton Cummings Theatre
1267	2	16	First Balcony	Burton Cummings Theatre
1268	9	3	First Balcony	Burton Cummings Theatre
1269	8	10	Main Floor	Burton Cummings Theatre
1270	11	14	Main Floor	Burton Cummings Theatre
1271	9	10	Main Floor	Burton Cummings Theatre
1272	22	24	Main Floor	Burton Cummings Theatre
1273	22	4	First Balcony	Burton Cummings Theatre
1274	5	19	First Balcony	Burton Cummings Theatre
1275	8	26	Main Floor	Burton Cummings Theatre
1276	19	11	First Balcony	Burton Cummings Theatre
1277	3	13	Second Balcony	Burton Cummings Theatre
1278	12	19	Main Floor	Burton Cummings Theatre
1279	11	17	Main Floor	Burton Cummings Theatre
1280	5	10	Main Floor	Burton Cummings Theatre
1281	14	20	Main Floor	Burton Cummings Theatre
1282	17	14	Main Floor	Burton Cummings Theatre
1283	17	23	Main Floor	Burton Cummings Theatre
1284	20	3	First Balcony	Burton Cummings Theatre
1285	14	21	Main Floor	Burton Cummings Theatre
1286	2	6	First Balcony	Burton Cummings Theatre
1287	18	16	Main Floor	Burton Cummings Theatre
1288	24	8	Main Floor	Burton Cummings Theatre
1289	27	8	First Balcony	Burton Cummings Theatre
1291	3	4	Mezzanine Reserved	HISTORY
1292	17	3	Mezzanine Reserved	HISTORY
1293	22	5	Mezzanine Reserved	HISTORY
1295	30	5	Mezzanine Reserved	HISTORY
1296	39	9	Mezzanine Reserved	HISTORY
1297	7	5	Mezzanine Reserved	HISTORY
1299	28	2	Mezzanine Reserved	HISTORY
1300	6	1	Mezzanine Reserved	HISTORY
1301	25	9	Mezzanine Reserved	HISTORY
1303	16	1	Mezzanine Reserved	HISTORY
1304	7	1	Mezzanine Reserved	HISTORY
1305	35	4	Mezzanine Reserved	HISTORY
1307	16	8	Mezzanine Reserved	HISTORY
1308	40	2	Mezzanine Reserved	HISTORY
1309	22	7	Mezzanine Reserved	HISTORY
1311	38	2	Mezzanine Reserved	HISTORY
1312	6	2	Mezzanine Reserved	HISTORY
1313	18	9	Mezzanine Reserved	HISTORY
1315	4	10	Mezzanine Reserved	HISTORY
1316	8	2	Mezzanine Reserved	HISTORY
1317	17	6	Mezzanine Reserved	HISTORY
1319	12	5	Mezzanine Reserved	HISTORY
1320	20	4	Mezzanine Reserved	HISTORY
1321	13	4	Mezzanine Reserved	HISTORY
1323	30	2	Mezzanine Reserved	HISTORY
1324	31	9	Mezzanine Reserved	HISTORY
1325	29	9	Mezzanine Reserved	HISTORY
1327	26	7	Mezzanine Reserved	HISTORY
1328	32	9	Mezzanine Reserved	HISTORY
1329	38	4	Mezzanine Reserved	HISTORY
1331	15	9	Mezzanine Reserved	HISTORY
1332	12	2	Mezzanine Reserved	HISTORY
1333	32	2	Mezzanine Reserved	HISTORY
1335	25	10	Mezzanine Reserved	HISTORY
1336	26	10	Mezzanine Reserved	HISTORY
1338	34	19	Balcony 1	The Anthem
1339	39	24	Balcony 2	The Anthem
1340	44	1	Balcony 1	The Anthem
1342	24	8	Balcony 1	The Anthem
1343	8	9	Balcony 2	The Anthem
1344	26	10	Balcony 2	The Anthem
1346	35	4	Balcony 2	The Anthem
1347	49	11	Balcony 2	The Anthem
1348	6	12	Balcony 2	The Anthem
1350	32	20	Balcony 2	The Anthem
1351	25	9	Balcony 1	The Anthem
1352	18	15	Balcony 1	The Anthem
1354	9	16	Balcony 2	The Anthem
1355	32	4	Balcony 2	The Anthem
1356	24	20	Balcony 1	The Anthem
1358	43	17	Balcony 2	The Anthem
1359	36	24	Balcony 1	The Anthem
1360	11	11	Balcony 1	The Anthem
1362	20	2	Balcony 1	The Anthem
1363	31	12	Balcony 1	The Anthem
1364	7	8	Balcony 2	The Anthem
1366	45	2	Balcony 1	The Anthem
1367	25	25	Balcony 2	The Anthem
1368	18	22	Balcony 1	The Anthem
1370	30	23	Balcony 2	The Anthem
1371	20	16	Balcony 2	The Anthem
1372	46	19	Balcony 1	The Anthem
1374	38	9	Balcony 2	The Anthem
1375	34	7	Balcony 1	The Anthem
1376	43	14	Balcony 1	The Anthem
1378	44	2	Balcony 2	The Anthem
1379	39	3	Balcony 1	The Anthem
1380	10	14	Balcony 2	The Anthem
1382	7	18	Balcony 2	The Anthem
1383	28	5	Balcony 1	The Anthem
1384	16	18	Balcony 2	The Anthem
1386	12	5	Seated Balcony	Thalia Hall
1387	19	6	Seated Balcony	Thalia Hall
1388	6	2	Opera Boxes	Thalia Hall
1390	14	8	Seated Balcony	Thalia Hall
1391	9	9	Seated Balcony	Thalia Hall
1392	14	3	Seated Balcony	Thalia Hall
1394	10	10	Seated Balcony	Thalia Hall
1395	11	9	Seated Balcony	Thalia Hall
1396	10	4	Opera Boxes	Thalia Hall
1398	10	3	Opera Boxes	Thalia Hall
1399	4	9	Seated Balcony	Thalia Hall
1400	5	1	Opera Boxes	Thalia Hall
1402	17	2	Seated Balcony	Thalia Hall
1403	13	3	Seated Balcony	Thalia Hall
1404	19	8	Seated Balcony	Thalia Hall
1406	10	3	Seated Balcony	Thalia Hall
1407	25	10	Seated Balcony	Thalia Hall
1408	5	8	Seated Balcony	Thalia Hall
1410	25	3	Seated Balcony	Thalia Hall
1411	11	4	Seated Balcony	Thalia Hall
1412	20	2	Seated Balcony	Thalia Hall
1414	20	5	Seated Balcony	Thalia Hall
1415	17	9	Seated Balcony	Thalia Hall
1416	20	10	Seated Balcony	Thalia Hall
1418	3	4	Seated Balcony	Thalia Hall
1419	12	3	Seated Balcony	Thalia Hall
1420	2	1	Opera Boxes	Thalia Hall
1422	9	4	Opera Boxes	Thalia Hall
1423	22	6	Seated Balcony	Thalia Hall
1424	8	2	Seated Balcony	Thalia Hall
1426	18	5	Seated Balcony	Thalia Hall
